Date,Non-mortgage loans,Chartered banks 1,Personal loans 1 2,Of which: Auto loans 1 2,Credit cards 1 2,Lines of credit 1 2 4,"Lines of credit, of which: excluding home equity lines of credit 1 2",Other personal loans 1 2,Unincorporated business 1 2,Non-banks 1,Government 1 5,Non-bank financial corporations 1 5,Credit unions and caisse populaires 1 5,Trust companies and mortgage loan companies 1 5,Financial vehicle corporations engaged in securitization 1 6,Other financial corporations n.e.i. 1 7,Other lenders n.e.i. 1 8,Mortgage loans,Residential mortgages 9,Chartered banks 9 10,Non-banks 9 10,Government 9 10,Non-bank financial corporations 9 10 11,Of which: financial vehicle corporations engaged in securitization 6 9 10,Of which: off balance-sheet NHA-MBS 9 10 12,Other lenders n.e.i. 8 9 10,Non-residential mortgages 9,Chartered banks 9 13,Non-banks 9 13,Government 9 13,Non-bank financial corporations 9 13,Of which: financial vehicle corporations engaged in securitization 6 9 13,Other lenders n.e.i. 8 9 13,Total credit liabilities of households,Of which: real estate secured lending 14,Residential mortgages 14,Chartered banks 10 14,Non-banks 10 14,Non-residential mortgages 14,Chartered banks 13 14,Non-banks 13 14,Home equity lines of credit 14,Chartered banks 14,Non-banks 14 15
12/1/2011,"593,335","446,183","68,372",0,"79,880","253,089","59,492","21,671","23,171","147,152","18,417","120,204","55,895","2,704","9,215","52,390","8,531","1,046,602","1,040,272","766,450","273,822",301,"268,272","21,604","13,799","5,249","6,330","1,497","4,833",194,"4,386",550,253,"1,639,937","1,249,424","1,040,272","766,450","273,822","6,330","1,497","4,833","202,822","193,597","9,225"
1/1/2012,"590,658","444,125","69,166",0,"78,547","253,107","55,407","20,382","22,923","146,533","18,468","119,617","56,084","2,616","8,956","51,961","8,448","1,049,057","1,042,717","768,480","274,237",301,"268,726","22,039","13,255","5,210","6,340","1,507","4,833",195,"4,376",544,262,"1,639,715","1,255,990","1,042,717","768,480","274,237","6,340","1,507","4,833","206,933","197,700","9,233"
2/1/2012,"588,920","442,573","69,442",0,"76,400","253,306","55,090","20,723","22,702","146,347","18,515","119,463","56,641","2,551","8,711","51,560","8,369","1,051,910","1,045,578","770,615","274,963",300,"269,489","21,448","12,745","5,174","6,332","1,496","4,836",194,"4,373",538,269,"1,640,830","1,259,428","1,045,578","770,615","274,963","6,332","1,496","4,836","207,518","198,216","9,302"
3/1/2012,"589,340","443,578","69,883",0,"75,714","254,338","55,108","21,031","22,612","145,762","18,566","118,910","56,850","2,472","8,457","51,131","8,286","1,057,175","1,050,805","774,480","276,325",300,"270,890","20,974","12,201","5,135","6,370","1,527","4,843",193,"4,372",532,278,"1,646,515","1,265,824","1,050,805","774,480","276,325","6,370","1,527","4,843","208,649","199,231","9,418"
4/1/2012,"590,925","444,414","70,441",0,"75,991","254,375","54,996","20,989","22,618","146,511","18,584","119,559","57,128","2,739","8,410","51,282","8,368","1,062,384","1,055,972","779,538","276,434",301,"271,017","20,766","12,047","5,116","6,412","1,552","4,860",193,"4,389",524,278,"1,653,309","1,271,241","1,055,972","779,538","276,434","6,412","1,552","4,860","208,857","199,379","9,478"
5/1/2012,"594,502","447,176","70,981",0,"76,739","255,670","55,217","21,064","22,722","147,326","18,603","120,271","57,463","3,018","8,353","51,437","8,452","1,068,121","1,061,686","785,895","275,791",301,"270,393","20,277","11,889","5,097","6,435","1,561","4,874",196,"4,401",513,277,"1,662,623","1,278,242","1,061,686","785,895","275,791","6,435","1,561","4,874","210,121","200,454","9,667"
6/1/2012,"597,429","449,617","71,659",0,"77,272","256,834","55,372","21,043","22,809","147,812","18,621","120,657","57,465","3,336","8,268","51,588","8,534","1,074,380","1,067,903","791,855","276,048",302,"270,668","19,841","11,735","5,078","6,477","1,577","4,900",198,"4,425",503,277,"1,671,809","1,285,562","1,067,903","791,855","276,048","6,477","1,577","4,900","211,182","201,462","9,720"
7/1/2012,"598,453","451,152","72,211",0,"77,141","257,949","55,454","20,820","23,031","147,301","18,886","119,795","57,552","2,803","8,326","51,114","8,620","1,080,885","1,074,382","797,376","277,006",304,"271,660","20,158","11,822","5,042","6,503","1,599","4,904",201,"4,427",494,276,"1,679,338","1,293,075","1,074,382","797,376","277,006","6,503","1,599","4,904","212,190","202,495","9,695"
8/1/2012,"602,712","454,710","74,592",0,"77,277","258,974","55,527","20,509","23,358","148,002","19,151","120,145","57,973","3,156","8,376","50,640","8,706","1,086,720","1,080,209","802,748","277,461",306,"272,149","20,541","11,910","5,006","6,511","1,610","4,901",202,"4,424",486,275,"1,689,432","1,299,935","1,080,209","802,748","277,461","6,511","1,610","4,901","213,215","203,447","9,768"
9/1/2012,"605,430","456,848","75,122",0,"77,865","260,321","55,901","19,926","23,614","148,582","19,408","120,385","58,270","3,511","8,422","50,182","8,789","1,090,977","1,084,464","806,532","277,932",308,"272,653","21,172","11,994","4,971","6,513","1,625","4,888",204,"4,410",478,274,"1,696,407","1,305,241","1,084,464","806,532","277,932","6,513","1,625","4,888","214,264","204,420","9,844"
10/1/2012,"606,507","457,237","75,708",0,"77,484","260,740","55,799","19,763","23,542","149,270","19,673","120,778","58,464","3,565","8,491","50,258","8,819","1,095,265","1,088,727","809,307","279,420",308,"274,197","21,619","12,039","4,915","6,538","1,642","4,896",205,"4,418",471,273,"1,701,772","1,310,082","1,088,727","809,307","279,420","6,538","1,642","4,896","214,817","204,941","9,876"
11/1/2012,"606,515","456,877","76,043",0,"74,662","263,064","57,966","19,676","23,432","149,638","19,928","120,863","58,383","3,588","8,561","50,331","8,847","1,096,760","1,090,185","809,810","280,375",307,"275,208","21,852","12,082","4,860","6,575","1,664","4,911",207,"4,432",466,272,"1,703,275","1,311,855","1,090,185","809,810","280,375","6,575","1,664","4,911","215,095","205,098","9,997"
12/1/2012,"609,006","458,723","76,032",0,"76,422","263,239","58,060","19,596","23,434","150,283","20,193","121,213","58,553","3,627","8,626","50,407","8,877","1,101,942","1,095,313","813,964","281,349",306,"276,239","22,307","12,127","4,804","6,629","1,702","4,927",209,"4,447",460,271,"1,710,948","1,317,075","1,095,313","813,964","281,349","6,629","1,702","4,927","215,133","205,180","9,953"
1/1/2013,"605,665","456,120","75,532",0,"74,887","262,849","58,194","19,464","23,388","149,545","20,650","119,807","58,379","2,660","9,052","49,716","9,088","1,102,887","1,096,139","813,834","282,305",306,"277,213","22,655","12,187","4,786","6,748","1,711","5,037",236,"4,521",454,280,"1,708,552","1,317,457","1,096,139","813,834","282,305","6,748","1,711","5,037","214,570","204,654","9,916"
2/1/2013,"609,905","460,752","82,267",0,"73,426","262,456","58,073","18,889","23,714","149,153","21,063","118,812","58,561","1,711","9,448","49,092","9,278","1,104,112","1,097,244","815,253","281,991",306,"276,916","22,803","12,242","4,769","6,868","1,726","5,142",263,"4,590",449,289,"1,714,017","1,318,459","1,097,244","815,253","281,991","6,868","1,726","5,142","214,347","204,384","9,963"
3/1/2013,"610,269","461,633","82,663",0,"73,041","263,085","58,547","18,997","23,847","148,636","21,520","117,627","58,571",772,"9,883","48,401","9,489","1,106,848","1,099,855","817,338","282,517",307,"277,459","22,981","12,302","4,751","6,993","1,742","5,251",290,"4,663",444,298,"1,717,117","1,321,435","1,099,855","817,338","282,517","6,993","1,742","5,251","214,587","204,538","10,049"
4/1/2013,"611,478","462,069","83,229",0,"73,585","262,741","58,506","18,901","23,613","149,409","21,369","118,496","58,980",765,"10,062","48,689","9,544","1,111,670","1,104,653","820,831","283,822",309,"278,742","22,723","12,035","4,771","7,017","1,752","5,265",293,"4,673",438,299,"1,723,148","1,325,982","1,104,653","820,831","283,822","7,017","1,752","5,265","214,312","204,235","10,077"
5/1/2013,"614,716","464,687","87,165",0,"71,867","263,105","58,826","19,061","23,489","150,029","21,214","119,215","59,229",752,"10,248","48,986","9,600","1,117,960","1,110,904","825,139","285,765",310,"280,664","22,319","11,759","4,791","7,056","1,761","5,295",297,"4,699",432,299,"1,732,676","1,332,414","1,110,904","825,139","285,765","7,056","1,761","5,295","214,454","204,279","10,175"
6/1/2013,"616,557","466,123","88,250",0,"72,409","263,291","59,185","18,870","23,303","150,434","21,063","119,716","59,264",748,"10,430","49,274","9,655","1,125,893","1,118,793","831,251","287,542",313,"282,418","22,150","11,492","4,811","7,100","1,790","5,310",301,"4,709",426,300,"1,742,450","1,340,081","1,118,793","831,251","287,542","7,100","1,790","5,310","214,188","204,106","10,082"
7/1/2013,"619,724","467,794","89,378",0,"72,537","263,169","59,339","19,252","23,458","151,930","21,376","120,868","59,402",995,"10,632","49,839","9,686","1,136,269","1,129,095","844,841","284,254",309,"279,108","21,977","11,106","4,837","7,174","1,854","5,320",304,"4,715",421,301,"1,755,993","1,350,064","1,129,095","844,841","284,254","7,174","1,854","5,320","213,795","203,830","9,965"
8/1/2013,"622,446","468,684","90,187",0,"73,154","262,805","59,377","18,963","23,575","153,762","21,688","122,356","59,889","1,228","10,834","50,405","9,718","1,139,129","1,131,922","848,797","283,125",317,"277,945","21,484","10,720","4,863","7,207","1,874","5,333",314,"4,718",416,301,"1,761,575","1,352,525","1,131,922","848,797","283,125","7,207","1,874","5,333","213,396","203,427","9,969"
9/1/2013,"624,619","469,874","90,972",0,"73,853","262,973","59,789","18,369","23,707","154,745","21,991","123,006","60,265",757,"11,032","50,952","9,748","1,143,766","1,136,525","854,703","281,822",326,"276,608","21,235","10,346","4,888","7,241","1,888","5,353",325,"4,726",412,302,"1,768,385","1,356,916","1,136,525","854,703","281,822","7,241","1,888","5,353","213,150","203,184","9,966"
10/1/2013,"624,714","469,007","91,059",0,"73,303","262,604","59,583","18,289","23,752","155,707","22,350","123,522","60,341",753,"11,129","51,299","9,835","1,146,429","1,139,133","857,664","281,469",329,"276,233","21,870","11,154","4,907","7,296","1,924","5,372",333,"4,737",403,302,"1,771,143","1,359,377","1,139,133","857,664","281,469","7,296","1,924","5,372","212,948","203,021","9,927"
11/1/2013,"625,668","469,031","91,878",0,"73,435","262,164","59,236","17,712","23,842","156,637","22,698","124,019","60,409",749,"11,227","51,634","9,920","1,150,874","1,143,520","859,690","283,830",332,"278,572","22,547","11,936","4,926","7,354","1,967","5,387",340,"4,744",391,303,"1,776,542","1,363,693","1,143,520","859,690","283,830","7,354","1,967","5,387","212,819","202,928","9,891"
12/1/2013,"629,270","471,396","92,568",0,"75,488","261,970","59,125","17,318","24,052","157,874","23,057","124,810","60,755",753,"11,321","51,981","10,007","1,154,116","1,146,684","861,036","285,648",335,"280,368","23,493","12,744","4,945","7,432","2,023","5,409",348,"4,758",379,303,"1,783,386","1,366,845","1,146,684","861,036","285,648","7,432","2,023","5,409","212,729","202,845","9,884"
1/1/2014,"627,609","469,465","93,116",0,"73,895","261,137","58,867","17,696","23,621","158,144","23,119","124,803","60,644",754,"11,039","52,366","10,222","1,155,041","1,147,583","860,574","287,009",338,"281,718","22,696","11,808","4,953","7,458","2,048","5,410",358,"4,754",371,298,"1,782,650","1,367,092","1,147,583","860,574","287,009","7,458","2,048","5,410","212,051","202,269","9,782"
2/1/2014,"627,345","468,622","93,354",0,"72,504","261,480","59,250","18,038","23,246","158,723","23,174","125,132","60,872",763,"10,782","52,715","10,417","1,157,612","1,150,154","861,526","288,628",341,"283,327","21,821","10,962","4,960","7,458","2,052","5,406",365,"4,748",364,293,"1,784,957","1,369,662","1,150,154","861,526","288,628","7,458","2,052","5,406","212,050","202,230","9,820"
3/1/2014,"628,888","469,568","92,952",0,"72,195","262,487","59,884","18,973","22,961","159,320","23,236","125,452","61,081",770,"10,501","53,100","10,632","1,161,534","1,154,086","863,045","291,041",344,"285,729","20,796","10,026","4,968","7,448","2,044","5,404",373,"4,743",358,288,"1,790,422","1,374,024","1,154,086","863,045","291,041","7,448","2,044","5,404","212,490","202,603","9,887"
4/1/2014,"630,373","469,974","93,355",0,"72,772","262,339","59,716","18,971","22,537","160,399","23,204","126,589","61,676",779,"10,521","53,613","10,606","1,165,701","1,158,228","865,370","292,858",339,"287,563","20,528","9,822","4,956","7,473","2,051","5,422",374,"4,760",352,288,"1,796,074","1,378,163","1,158,228","865,370","292,858","7,473","2,051","5,422","212,462","202,623","9,839"
5/1/2014,"634,223","472,869","94,282",0,"74,113","263,139","60,088","19,106","22,229","161,354","23,172","127,602","62,138",781,"10,539","54,144","10,580","1,171,782","1,164,293","869,383","294,910",335,"289,631","20,304","9,612","4,944","7,489","2,057","5,432",375,"4,769",348,288,"1,806,005","1,384,686","1,164,293","869,383","294,910","7,489","2,057","5,432","212,904","203,051","9,853"
6/1/2014,"638,032","475,577","95,521",0,"75,180","263,744","60,383","19,225","21,907","162,455","23,140","128,761","62,743",802,"10,559","54,657","10,554","1,179,177","1,171,672","874,489","297,183",331,"291,920","20,145","9,408","4,932","7,505","2,058","5,447",377,"4,782",344,288,"1,817,209","1,392,363","1,171,672","874,489","297,183","7,505","2,058","5,447","213,186","203,361","9,825"
7/1/2014,"640,638","477,049","96,067",0,"75,131","264,361","60,705","19,310","22,180","163,589","23,565","129,435","62,855",812,"10,633","55,135","10,589","1,187,339","1,179,820","879,511","300,309",332,"295,041","20,541","9,806","4,936","7,519","2,058","5,461",378,"4,795",339,288,"1,827,977","1,400,791","1,179,820","879,511","300,309","7,519","2,058","5,461","213,452","203,656","9,796"
8/1/2014,"643,729","478,686","96,032",0,"75,303","264,572","60,867","20,317","22,462","165,043","23,990","130,428","63,285",821,"10,708","55,614","10,625","1,193,617","1,186,072","883,887","302,185",333,"296,912","20,967","10,205","4,940","7,545","2,080","5,465",379,"4,798",334,288,"1,837,346","1,407,124","1,186,072","883,887","302,185","7,545","2,080","5,465","213,507","203,705","9,802"
9/1/2014,"647,098","480,715","96,652",0,"76,013","265,063","61,343","20,223","22,764","166,383","24,402","131,322","63,625",839,"10,781","56,077","10,659","1,200,207","1,192,648","888,457","304,191",333,"298,914","21,289","10,590","4,944","7,559","2,081","5,478",380,"4,810",329,288,"1,847,305","1,413,775","1,192,648","888,457","304,191","7,559","2,081","5,478","213,568","203,720","9,848"
10/1/2014,"648,057","481,043","97,243",0,"75,496","265,053","61,127","20,438","22,813","167,014","24,484","131,853","63,613",787,"10,750","56,703","10,677","1,206,126","1,198,561","891,929","306,632",333,"301,325","20,943","10,951","4,974","7,565","2,082","5,483",382,"4,812",318,289,"1,854,183","1,419,790","1,198,561","891,929","306,632","7,565","2,082","5,483","213,664","203,926","9,738"
11/1/2014,"648,813","481,092","93,107",0,"75,642","269,238","65,251","20,255","22,850","167,721","24,564","132,464","63,738",696,"10,722","57,308","10,693","1,209,464","1,201,905","894,730","307,175",333,"301,838","20,404","11,299","5,004","7,559","2,081","5,478",383,"4,806",304,289,"1,858,277","1,423,329","1,201,905","894,730","307,175","7,559","2,081","5,478","213,865","203,986","9,879"
12/1/2014,"651,642","483,008","93,152",0,"77,453","269,683","65,421","19,745","22,975","168,634","24,646","133,277","64,000",652,"10,691","57,934","10,711","1,213,161","1,205,566","897,592","307,974",333,"302,607","19,930","11,660","5,034","7,595","2,116","5,479",385,"4,804",289,290,"1,864,803","1,427,223","1,205,566","897,592","307,974","7,595","2,116","5,479","214,062","204,262","9,800"
1/1/2015,"650,123","481,181","92,724",0,"75,943","269,650","65,764","19,641","23,223","168,942","24,799","133,399","63,931",656,"10,845","57,967","10,744","1,216,722","1,209,083","898,295","310,788",333,"305,380","19,556","11,403","5,075","7,639","2,135","5,504",387,"4,831",280,286,"1,866,845","1,430,356","1,209,083","898,295","310,788","7,639","2,135","5,504","213,634","203,886","9,748"
2/1/2015,"649,524","480,204","92,899",0,"74,481","269,560","65,753","19,755","23,509","169,320","24,938","133,609","63,957",669,"10,985","57,998","10,773","1,220,424","1,212,755","900,125","312,630",333,"307,186","19,441","11,170","5,111","7,669","2,151","5,518",390,"4,846",276,282,"1,869,948","1,433,952","1,212,755","900,125","312,630","7,669","2,151","5,518","213,528","203,807","9,721"
3/1/2015,"652,262","482,565","93,237",0,"74,327","270,951","66,744","20,092","23,958","169,697","25,091","133,800","63,946",683,"11,140","58,031","10,806","1,224,314","1,216,609","901,294","315,315",333,"309,830","19,254","10,913","5,152","7,705","2,165","5,540",392,"4,870",271,278,"1,876,576","1,438,304","1,216,609","901,294","315,315","7,705","2,165","5,540","213,990","204,207","9,783"
4/1/2015,"655,260","484,845","93,387",0,"75,120","270,848","66,609","20,137","25,353","170,415","25,039","134,439","64,106",688,"11,216","58,429","10,937","1,227,859","1,220,157","904,885","315,272",333,"309,802","19,577","11,021","5,137","7,702","2,176","5,526",395,"4,853",267,278,"1,883,119","1,441,805","1,220,157","904,885","315,272","7,702","2,176","5,526","213,946","204,239","9,707"
5/1/2015,"660,771","489,469","94,036",0,"76,359","271,807","67,081","20,387","26,880","171,302","24,985","135,245","64,419",691,"11,295","58,840","11,072","1,235,667","1,227,970","909,562","318,408",333,"312,954","20,070","11,132","5,121","7,697","2,189","5,508",396,"4,835",263,277,"1,896,438","1,450,117","1,227,970","909,562","318,408","7,697","2,189","5,508","214,450","204,726","9,724"
6/1/2015,"665,542","493,569","94,922",0,"77,190","272,386","67,413","20,677","28,394","171,973","24,933","135,837","64,531",708,"11,360","59,238","11,203","1,247,119","1,239,395","916,987","322,408",334,"316,968","20,512","11,240","5,106","7,724","2,219","5,505",397,"4,831",260,277,"1,912,661","1,461,760","1,239,395","916,987","322,408","7,724","2,219","5,505","214,641","204,973","9,668"
7/1/2015,"667,321","494,666","94,958",0,"77,376","273,033","67,745","20,794","28,505","172,655","25,318","136,052","64,417",708,"11,456","59,471","11,285","1,257,541","1,249,763","925,022","324,741",336,"319,269","20,708","11,494","5,136","7,778","2,257","5,521",398,"4,845",252,278,"1,924,862","1,472,454","1,249,763","925,022","324,741","7,778","2,257","5,521","214,913","205,288","9,625"
8/1/2015,"669,881","495,983","96,334",0,"77,424","273,418","68,139","20,178","28,629","173,898","25,704","136,828","64,857",716,"11,551","59,704","11,366","1,266,101","1,258,293","931,892","326,401",338,"320,897","20,949","11,747","5,166","7,808","2,274","5,534",400,"4,856",240,278,"1,935,982","1,481,024","1,258,293","931,892","326,401","7,808","2,274","5,534","214,923","205,279","9,644"
9/1/2015,"672,761","497,907","97,393",0,"78,187","273,934","68,516","19,605","28,788","174,854","26,077","137,332","65,031",724,"11,647","59,930","11,445","1,273,665","1,265,826","937,248","328,578",340,"323,043","21,052","11,993","5,195","7,839","2,289","5,550",402,"4,869",229,279,"1,946,426","1,488,762","1,265,826","937,248","328,578","7,839","2,289","5,550","215,097","205,418","9,679"
10/1/2015,"672,683","497,725","97,313",0,"77,822","274,188","68,490","19,625","28,777","174,958","26,087","137,394","65,053",743,"11,384","60,214","11,477","1,281,024","1,273,146","942,451","330,695",342,"325,232","21,280","12,140","5,121","7,878","2,319","5,559",405,"4,877",222,277,"1,953,707","1,496,411","1,273,146","942,451","330,695","7,878","2,319","5,559","215,387","205,698","9,689"
11/1/2015,"673,997","498,719","97,864",0,"78,500","274,021","68,446","19,501","28,833","175,278","26,098","137,673","65,282",770,"11,131","60,490","11,507","1,286,224","1,278,310","946,740","331,570",344,"326,178","21,553","12,282","5,048","7,914","2,336","5,578",407,"4,896",219,275,"1,960,221","1,501,467","1,278,310","946,740","331,570","7,914","2,336","5,578","215,243","205,575","9,668"
12/1/2015,"675,834","500,408","97,723",0,"80,321","273,820","68,371","19,614","28,930","175,426","26,108","137,779","65,350",786,"10,869","60,774","11,539","1,292,952","1,285,024","952,996","332,028",345,"326,709","21,908","12,429","4,974","7,928","2,351","5,577",409,"4,895",215,273,"1,968,786","1,508,035","1,285,024","952,996","332,028","7,928","2,351","5,577","215,083","205,449","9,634"
1/1/2016,"674,730","497,988","97,245","76,243","78,658","273,312","68,431","19,505","29,268","176,742","25,911","139,121","65,085",796,"10,733","62,507","11,710","1,296,218","1,288,247","954,287","333,960",346,"328,752","21,576","12,026","4,862","7,971","2,374","5,597",411,"4,907",209,279,"1,970,948","1,510,674","1,288,247","954,287","333,960","7,971","2,374","5,597","214,456","204,881","9,575"
2/1/2016,"674,813","496,412","97,196","76,095","76,757","273,617","69,380","19,192","29,650","178,401","25,728","140,804","65,256",814,"10,605","64,129","11,869","1,299,184","1,291,170","956,718","334,452",346,"329,348","21,149","11,650","4,758","8,014","2,385","5,629",414,"4,931",203,284,"1,973,997","1,513,062","1,291,170","956,718","334,452","8,014","2,385","5,629","213,878","204,237","9,641"
3/1/2016,"678,037","498,204","97,537","74,728","76,486","274,701","69,403","19,249","30,231","179,833","25,531","142,262","65,107",823,"10,470","65,862","12,040","1,302,953","1,294,898","958,202","336,696",347,"331,703","20,714","11,247","4,646","8,055","2,400","5,655",417,"4,948",196,290,"1,980,990","1,517,954","1,294,898","958,202","336,696","8,055","2,400","5,655","215,001","205,298","9,703"
4/1/2016,"682,071","501,129","97,806","74,871","78,268","275,559","69,675","19,404","30,092","180,942","25,444","143,331","65,375",830,"10,815","66,311","12,167","1,309,813","1,301,742","961,527","340,215",360,"335,218","21,077","11,163","4,637","8,071","2,414","5,657",414,"4,953",187,290,"1,991,884","1,525,345","1,301,742","961,527","340,215","8,071","2,414","5,657","215,532","205,884","9,648"
5/1/2016,"686,941","504,515","98,204","75,360","79,094","277,609","70,561","19,631","29,977","182,426","25,354","144,775","65,976",850,"11,173","66,776","12,297","1,316,839","1,308,774","966,318","342,456",374,"337,453","21,668","11,076","4,629","8,065","2,417","5,648",411,"4,948",175,289,"2,003,780","1,533,601","1,308,774","966,318","342,456","8,065","2,417","5,648","216,762","207,047","9,715"
6/1/2016,"691,127","507,787","98,856","76,101","80,045","279,352","70,750","19,683","29,851","183,340","25,267","145,649","66,042",861,"11,521","67,225","12,424","1,328,814","1,320,744","974,045","346,699",389,"341,690","22,226","10,992","4,620","8,070","2,422","5,648",408,"4,951",164,289,"2,019,941","1,547,087","1,320,744","974,045","346,699","8,070","2,422","5,648","218,273","208,602","9,671"
7/1/2016,"693,330","508,952","99,452","76,374","79,577","280,058","70,444","19,948","29,917","184,378","25,755","146,147","66,132",860,"11,797","67,358","12,476","1,337,182","1,329,072","980,668","348,404",386,"343,362","22,454","11,094","4,656","8,110","2,443","5,667",404,"4,973",159,290,"2,030,512","1,556,481","1,329,072","980,668","348,404","8,110","2,443","5,667","219,299","209,615","9,684"
8/1/2016,"693,835","508,001","99,047","76,221","79,553","279,622","69,564","19,921","29,858","185,834","26,242","147,064","66,641",861,"12,071","67,491","12,528","1,346,275","1,338,135","987,063","351,072",383,"345,998","23,083","11,197","4,691","8,140","2,452","5,688",401,"4,996",157,291,"2,040,110","1,566,022","1,338,135","987,063","351,072","8,140","2,452","5,688","219,747","210,058","9,689"
9/1/2016,"695,461","508,736","98,830","76,500","80,254","280,003","69,280","19,751","29,898","186,725","26,714","147,433","66,627",857,"12,330","67,619","12,578","1,354,128","1,345,967","993,413","352,554",381,"347,447","23,538","11,296","4,726","8,161","2,457","5,704",399,"5,013",156,292,"2,049,589","1,574,558","1,345,967","993,413","352,554","8,161","2,457","5,704","220,430","210,723","9,707"
10/1/2016,"697,738","510,280","99,162","76,706","80,012","281,247","69,723","19,591","30,268","187,458","26,876","147,938","67,058",864,"12,435","67,581","12,644","1,357,499","1,349,337","994,730","354,607",379,"349,488","23,340","10,584","4,740","8,162","2,465","5,697",397,"5,008",150,292,"2,055,237","1,578,751","1,349,337","994,730","354,607","8,162","2,465","5,697","221,252","211,524","9,728"
11/1/2016,"699,703","511,502","99,000","76,924","80,386","281,975","69,966","19,521","30,620","188,201","27,032","148,460","67,510",868,"12,537","67,545","12,709","1,363,915","1,355,749","997,630","358,119",377,"352,989","22,427","9,894","4,753","8,166","2,476","5,690",394,"5,003",141,293,"2,063,618","1,585,628","1,355,749","997,630","358,119","8,166","2,476","5,690","221,713","212,009","9,704"
12/1/2016,"704,593","515,719","99,007","76,884","82,868","282,812","70,678","19,879","31,153","188,874","27,194","148,905","67,890",866,"12,642","67,507","12,775","1,369,881","1,361,716","1,001,705","360,011",374,"354,870","21,495","9,182","4,767","8,165","2,487","5,678",391,"4,994",133,293,"2,074,474","1,591,679","1,361,716","1,001,705","360,011","8,165","2,487","5,678","221,798","212,135","9,663"
1/1/2017,"705,201","513,571","99,003","76,900","81,281","282,637","70,663","19,751","30,899","191,630","27,226","151,270","67,912",843,"12,626","69,889","13,134","1,376,367","1,368,163","1,008,516","359,647",365,"354,513","21,565","8,984","4,769","8,204","2,543","5,661",385,"4,981",123,295,"2,081,568","1,597,917","1,368,163","1,008,516","359,647","8,204","2,543","5,661","221,550","211,974","9,576"
2/1/2017,"706,860","512,610","99,035","76,675","79,462","283,374","71,003","20,023","30,716","194,250","27,256","153,536","68,064",825,"12,607","72,040","13,458","1,378,652","1,370,432","1,011,573","358,859",365,"353,724","21,380","8,805","4,770","8,220","2,569","5,651",384,"4,970",112,297,"2,085,512","1,600,644","1,370,432","1,011,573","358,859","8,220","2,569","5,651","221,992","212,371","9,621"
3/1/2017,"712,081","515,072","99,318","76,891","79,261","285,536","71,440","20,218","30,739","197,009","27,288","155,904","68,091",801,"12,590","74,422","13,817","1,380,830","1,372,604","1,014,849","357,755",366,"352,617","21,353","8,607","4,772","8,226","2,585","5,641",385,"4,957",101,299,"2,092,911","1,604,636","1,372,604","1,014,849","357,755","8,226","2,585","5,641","223,806","214,096","9,710"
4/1/2017,"715,204","517,571","99,749","77,435","80,357","286,950","71,322","20,341","30,174","197,633","27,229","156,707","68,515",823,"12,430","74,939","13,697","1,387,075","1,378,787","1,019,736","359,051",373,"353,862","21,465","8,534","4,816","8,288","2,597","5,691",392,"4,999",92,300,"2,102,279","1,612,354","1,378,787","1,019,736","359,051","8,288","2,597","5,691","225,279","215,628","9,651"
5/1/2017,"720,796","522,437","100,417","78,162","81,754","289,828","71,798","20,702","29,736","198,359","27,167","157,618","69,033",842,"12,270","75,473","13,574","1,394,330","1,385,965","1,024,902","361,063",380,"355,823","21,576","8,458","4,860","8,365","2,614","5,751",400,"5,050",84,301,"2,115,126","1,622,073","1,385,965","1,024,902","361,063","8,365","2,614","5,751","227,743","218,030","9,713"
6/1/2017,"725,836","527,014","101,108","79,143","82,662","292,839","72,175","21,138","29,267","198,822","27,108","158,260","69,297",861,"12,112","75,990","13,454","1,404,140","1,395,710","1,033,177","362,533",387,"357,242","21,338","8,385","4,904","8,430","2,629","5,801",408,"5,091",76,302,"2,129,976","1,634,502","1,395,710","1,033,177","362,533","8,430","2,629","5,801","230,362","220,664","9,698"
7/1/2017,"729,997","529,907","101,948","79,333","82,570","294,819","71,761","21,291","29,279","200,090","27,655","159,333","69,639",832,"12,453","76,409","13,102","1,412,681","1,404,207","1,040,907","363,300",393,"357,989","21,027","8,293","4,918","8,474","2,650","5,824",411,"5,111",72,302,"2,142,678","1,645,454","1,404,207","1,040,907","363,300","8,474","2,650","5,824","232,773","223,058","9,715"
8/1/2017,"731,907","530,392","101,862","80,107","82,484","295,351","71,360","21,539","29,156","201,515","28,202","160,564","70,136",816,"12,784","76,828","12,749","1,418,756","1,410,243","1,046,427","363,816",399,"358,484","20,674","8,200","4,933","8,513","2,661","5,852",413,"5,136",71,303,"2,150,663","1,652,461","1,410,243","1,046,427","363,816","8,513","2,661","5,852","233,705","223,991","9,714"
9/1/2017,"734,464","531,783","102,172","80,684","83,131","296,089","71,028","21,309","29,082","202,681","28,732","161,541","70,417",803,"13,087","77,234","12,408","1,423,467","1,414,917","1,050,954","363,963",404,"358,612","20,418","8,111","4,947","8,550","2,675","5,875",415,"5,157",70,303,"2,157,931","1,658,225","1,414,917","1,050,954","363,963","8,550","2,675","5,875","234,758","225,061","9,697"
