date,Prime rate,1-year Conventional mortgage,3-year Conventional mortgage,5-year Conventional mortgage,1-year GIC,3-year GIC,5-year GIC,5-year personal fixed term,"Daily Interest Savings (balances over $100,000)",Non-Chequable Savings Deposits
2015-03-04,2.85,2.89,3.39,4.74,0.78,1.1,1.38,1.25,0.15,0.01
2015-03-11,2.85,2.89,3.39,4.74,0.78,1.05,1.38,1.25,0.15,0.01
2015-03-18,2.85,2.89,3.39,4.74,0.78,1.05,1.38,1.25,0.15,0.01
2015-03-25,2.85,2.89,3.39,4.74,0.78,1.05,1.38,1.25,0.15,0.01
2015-04-01,2.85,2.89,3.39,4.74,0.78,1.03,1.38,1.25,0.15,0.01
2015-04-08,2.85,2.89,3.39,4.64,0.78,1.03,1.38,1.25,0.15,0.01
2015-04-15,2.85,2.89,3.39,4.64,0.78,1.03,1.38,1.25,0.15,0.01
2015-04-22,2.85,2.89,3.39,4.64,0.78,1.03,1.38,1.25,0.15,0.01
2015-04-29,2.85,2.89,3.39,4.64,0.78,1.03,1.38,1.25,0.15,0.01
2015-05-06,2.85,2.89,3.39,4.64,0.78,1.03,1.5,1.25,0.15,0.01
2015-05-13,2.85,2.89,3.39,4.64,0.78,1.03,1.5,1.25,0.15,0.01
2015-05-20,2.85,2.89,3.39,4.64,0.88,1.03,1.5,1.25,0.15,0.01
2015-05-27,2.85,2.89,3.39,4.64,0.88,1.03,1.5,1.25,0.15,0.01
2015-06-03,2.85,2.89,3.39,4.64,0.88,1.03,1.5,1.25,0.15,0.01
2015-06-10,2.85,2.89,3.39,4.64,0.88,1.03,1.5,1.25,0.15,0.01
2015-06-17,2.85,2.89,3.39,4.64,0.88,1.03,1.5,1.25,0.15,0.01
2015-06-24,2.85,2.89,3.39,4.64,0.88,1.03,1.5,1.25,0.15,0.01
2015-07-01,2.85,2.89,3.39,4.64,0.85,1.03,1.5,1.25,0.15,0.01
2015-07-08,2.85,2.89,3.39,4.64,0.85,1.03,1.5,1.25,0.15,0.01
2015-07-15,2.85,2.89,3.39,4.64,0.85,1.03,1.5,1.25,0.15,0.01
2015-07-22,2.7,2.89,3.39,4.64,0.85,1.03,1.38,1.25,0.05,0.05
2015-07-29,2.7,2.89,3.39,4.64,0.85,1.03,1.5,1.25,0.05,0.05
2015-08-05,2.7,2.89,3.39,4.64,0.85,1.03,1.5,1.25,0.05,0.05
2015-08-12,2.7,2.89,3.39,4.64,0.85,1.03,1.5,1.25,0.05,0.05
2015-08-19,2.7,2.89,3.39,4.64,0.73,1.03,1.5,1.25,0.05,0.05
2015-08-26,2.7,2.89,3.39,4.64,0.73,1.03,1.5,1.25,0.05,0.05
2015-09-02,2.7,2.89,3.39,4.64,0.73,1.03,1.5,1.25,0.05,0.05
2015-09-09,2.7,2.89,3.39,4.64,0.73,1.03,1.5,1.25,0.05,0.05
2015-09-16,2.7,2.89,3.39,4.64,0.73,1.03,1.5,1.25,0.05,0.05
2015-09-23,2.7,2.89,3.39,4.64,0.73,1.03,1.5,1.25,0.05,0.05
2015-09-30,2.7,2.89,3.39,4.64,0.73,1.03,1.5,1.25,0.05,0.05
2015-10-07,2.7,2.89,3.39,4.64,0.73,1.03,1.5,1.25,0.05,0.05
2015-10-14,2.7,2.89,3.39,4.64,0.73,1.03,1.5,1.25,0.05,0.05
2015-10-21,2.7,2.89,3.39,4.64,0.73,1.03,1.5,1.25,0.05,0.05
2015-10-28,2.7,2.89,3.39,4.64,0.73,1.03,1.5,1.25,0.05,0.05
2015-11-04,2.7,3.14,3.39,4.64,0.73,1.03,1.5,1.25,0.05,0.05
2015-11-11,2.7,3.14,3.39,4.64,0.85,1.03,1.5,1.25,0.05,0.05
2015-11-18,2.7,3.14,3.39,4.64,0.85,1.03,1.5,1.25,0.05,0.05
2015-11-25,2.7,3.14,3.39,4.64,0.85,1.03,1.5,1.25,0.05,0.05
2015-12-02,2.7,3.14,3.39,4.64,0.85,1.03,1.5,1.25,0.05,0.05
2015-12-09,2.7,3.14,3.39,4.64,0.85,1.03,1.5,1.25,0.05,0.05
2015-12-16,2.7,3.14,3.39,4.64,0.85,1.03,1.5,1.25,0.05,0.05
2015-12-23,2.7,3.14,3.39,4.64,0.85,1.03,1.5,1.25,0.05,0.05
2015-12-30,2.7,3.14,3.39,4.64,0.85,1.03,1.5,1.25,0.05,0.05
2016-01-06,2.7,3.14,3.39,4.64,0.85,1.03,1.5,1.25,0.05,0.05
2016-01-13,2.7,3.14,3.39,4.64,0.85,1.03,1.5,1.25,0.05,0.05
2016-01-20,2.7,3.14,3.39,4.64,0.85,1.03,1.5,1.25,0.05,0.05
2016-01-27,2.7,3.14,3.39,4.64,0.85,1.03,1.5,1.25,0.05,0.05
2016-02-03,2.7,3.14,3.39,4.64,0.85,1.03,1.5,1.25,0.05,0.05
2016-02-10,2.7,3.14,3.39,4.64,0.85,1.03,1.5,1.25,0.05,0.05
2016-02-17,2.7,3.14,3.39,4.64,0.85,1.03,1.5,1.25,0.05,0.05
2016-02-24,2.7,3.14,3.39,4.64,0.85,1.03,1.5,1.25,0.05,0.05
2016-03-02,2.7,3.14,3.39,4.64,0.85,1.03,1.5,1.25,0.05,0.05
2016-03-09,2.7,3.14,3.39,4.64,0.85,1.15,1.38,1.15,0.05,0.05
2016-03-16,2.7,3.14,3.39,4.64,0.85,1.15,1.38,1.15,0.05,0.05
2016-03-23,2.7,3.14,3.39,4.64,0.85,1.15,1.38,1.15,0.05,0.05
2016-03-30,2.7,3.14,3.39,4.64,0.85,1.15,1.38,1.15,0.05,0.05
2016-04-06,2.7,3.14,3.39,4.64,0.85,1.15,1.38,1.15,0.05,0.05
2016-04-13,2.7,3.14,3.39,4.64,0.85,1.15,1.38,1.15,0.05,0.05
2016-04-20,2.7,3.14,3.39,4.64,0.85,1.15,1.38,1.15,0.05,0.05
2016-04-27,2.7,3.14,3.39,4.64,0.85,1.15,1.38,1.15,0.05,0.05
2016-05-04,2.7,3.14,3.39,4.64,0.85,1.15,1.38,1.15,0.05,0.05
2016-05-11,2.7,3.14,3.39,4.64,0.85,1.15,1.38,1.15,0.05,0.05
2016-05-18,2.7,3.14,3.39,4.64,0.85,1.15,1.38,1.15,0.05,0.05
2016-05-25,2.7,3.14,3.39,4.64,0.85,1.15,1.38,1.15,0.05,0.05
2016-06-01,2.7,3.14,3.39,4.64,0.85,1.15,1.38,1.15,0.05,0.05
2016-06-08,2.7,3.14,3.39,4.64,0.85,1.15,1.38,1.15,0.05,0.05
2016-06-15,2.7,3.14,3.39,4.64,0.85,1.15,1.38,1.15,0.05,0.05
2016-06-22,2.7,3.14,3.39,4.64,0.85,1.15,1.38,1.15,0.05,0.05
2016-06-29,2.7,3.14,3.39,4.64,0.85,1.15,1.38,1.15,0.05,0.05
2016-07-06,2.7,3.14,3.39,4.74,0.85,1.15,1.38,1.15,0.05,0.05
2016-07-13,2.7,3.14,3.39,4.74,0.85,1.15,1.38,1.15,0.05,0.05
2016-07-20,2.7,3.14,3.39,4.74,0.85,1.15,1.38,1.15,0.05,0.05
2016-07-27,2.7,3.14,3.39,4.74,0.85,1.15,1.38,1.15,0.05,0.05
2016-08-03,2.7,3.14,3.39,4.74,0.85,1.15,1.38,1.15,0.05,0.05
2016-08-10,2.7,3.14,3.39,4.74,0.85,1.15,1.38,1.15,0.05,0.05
2016-08-17,2.7,3.14,3.39,4.74,0.85,1.15,1.38,1.15,0.05,0.05
2016-08-24,2.7,3.14,3.39,4.74,0.85,1.15,1.38,1.15,0.05,0.05
2016-08-31,2.7,3.14,3.39,4.74,0.85,1.15,1.38,1.15,0.05,0.05
2016-09-07,2.7,3.14,3.39,4.64,0.85,1.15,1.38,1.15,0.05,0.05
2016-09-14,2.7,3.14,3.39,4.64,0.85,1.15,1.38,1.15,0.05,0.05
2016-09-21,2.7,3.14,3.39,4.64,0.85,1.15,1.38,1.15,0.05,0.05
2016-09-28,2.7,3.14,3.39,4.64,0.85,1.15,1.38,1.15,0.05,0.05
2016-10-05,2.7,3.14,3.39,4.64,0.85,1.15,1.45,1.15,0.05,0.05
2016-10-12,2.7,3.14,3.39,4.64,0.73,1.15,1.45,1.15,0.05,0.05
2016-10-19,2.7,3.14,3.39,4.64,0.73,1.15,1.45,1.15,0.05,0.05
2016-10-26,2.7,3.14,3.39,4.64,0.73,1.15,1.45,1.15,0.05,0.05
2016-11-02,2.7,3.14,3.39,4.64,0.73,1.15,1.45,1.15,0.05,0.05
2016-11-09,2.7,3.14,3.39,4.64,0.73,1.15,1.45,1.15,0.05,0.05
2016-11-16,2.7,3.14,3.39,4.64,0.73,1.15,1.45,1.15,0.05,0.05
2016-11-23,2.7,3.14,3.39,4.64,0.73,1.15,1.45,1.15,0.05,0.05
2016-11-30,2.7,3.14,3.39,4.64,0.73,1.15,1.45,1.15,0.05,0.05
2016-12-07,2.7,3.14,3.39,4.64,0.73,1.15,1.45,1.15,0.05,0.05
2016-12-14,2.7,3.14,3.39,4.64,0.73,1.15,1.45,1.15,0.05,0.05
2016-12-21,2.7,3.14,3.39,4.64,0.73,1.15,1.45,1.15,0.05,0.05
2016-12-28,2.7,3.14,3.39,4.64,0.73,1.15,1.45,1.15,0.05,0.05
2017-01-04,2.7,3.14,3.39,4.64,0.73,1.15,1.45,1.15,0.05,0.05
2017-01-11,2.7,3.14,3.39,4.64,0.73,1.15,1.45,1.15,0.05,0.05
2017-01-18,2.7,3.14,3.39,4.64,0.73,1.15,1.45,1.15,0.05,0.05
2017-01-25,2.7,3.14,3.39,4.64,0.73,1.15,1.45,1.15,0.05,0.05
2017-02-01,2.7,3.14,3.39,4.64,0.73,1.15,1.45,1.15,0.05,0.05
2017-02-08,2.7,3.14,3.39,4.64,0.73,1.15,1.45,1.15,0.05,0.05
2017-02-15,2.7,3.14,3.39,4.64,0.73,1.15,1.45,0.95,0.05,0.05
2017-02-22,2.7,3.14,3.39,4.64,0.73,1,1.13,0.95,0.05,0.05
2017-03-01,2.7,3.14,3.39,4.64,0.73,1,1.13,0.95,0.05,0.05
2017-03-08,2.7,3.14,3.39,4.64,0.73,1,1.13,0.95,0.05,0.05
2017-03-15,2.7,3.14,3.39,4.64,0.73,1,1.13,0.95,0.05,0.05
2017-03-22,2.7,3.14,3.39,4.64,0.73,1,1.13,0.95,0.05,0.05
2017-03-29,2.7,3.14,3.39,4.64,0.73,1,1.13,0.95,0.05,0.05
2017-04-05,2.7,3.14,3.39,4.64,0.73,1,1.13,0.95,0.05,0.05
2017-04-12,2.7,3.14,3.39,4.64,0.73,1,1.13,0.95,0.05,0.05
2017-04-19,2.7,3.14,3.39,4.64,0.73,1,1.13,0.95,0.05,0.05
2017-04-26,2.7,3.14,3.39,4.64,0.73,1,1.13,0.95,0.05,0.05
2017-05-03,2.7,3.14,3.39,4.64,0.73,1.03,1.13,0.95,0.05,0.05
2017-05-10,2.7,3.14,3.39,4.64,0.73,1.03,1.13,0.95,0.05,0.05
2017-05-17,2.7,3.14,3.39,4.64,0.73,1.03,1.13,0.95,0.05,0.05
2017-05-24,2.7,3.14,3.39,4.64,0.73,1.03,1.13,0.95,0.05,0.05
2017-05-31,2.7,3.14,3.39,4.64,0.73,1.03,1.13,0.95,0.05,0.05
2017-06-07,2.7,3.14,3.39,4.64,0.73,1.03,1.13,0.95,0.05,0.05
2017-06-14,2.7,3.14,3.39,4.64,0.73,1.03,1.13,0.95,0.05,0.05
2017-06-21,2.7,3.14,3.39,4.64,0.73,1.03,1.13,0.95,0.05,0.05
2017-06-28,2.7,3.14,3.39,4.64,0.73,1.03,1.13,0.95,0.05,0.05
2017-07-05,2.7,3.14,3.39,4.64,0.73,1.03,1.13,0.95,0.05,0.05
2017-07-12,2.7,3.14,3.39,4.64,0.73,1.03,1.13,0.95,0.05,0.05
2017-07-19,2.95,3.14,3.39,4.84,0.73,1.03,1.13,0.95,0.05,0.05
2017-07-26,2.95,3.14,3.39,4.84,0.73,1.35,1.6,0.95,0.05,0.05
2017-08-02,2.95,3.14,3.39,4.84,0.73,1.35,1.6,1.05,0.05,0.05
2017-08-09,2.95,3.14,3.39,4.84,0.73,1.35,1.6,1.05,0.05,0.05
2017-08-16,2.95,3.14,3.39,4.84,0.73,1.35,1.6,1.05,0.05,0.05
2017-08-23,2.95,3.14,3.39,4.84,0.73,1.35,1.6,1.05,0.05,0.05
2017-08-30,2.95,3.14,3.39,4.84,0.73,1.35,1.6,1.05,0.05,0.05
2017-09-06,2.95,3.14,3.39,4.84,0.73,1.35,1.6,1.05,0.05,0.05
2017-09-13,3.2,3.14,3.39,4.84,0.73,1.35,1.6,1.05,0.05,0.05
2017-09-20,3.2,3.14,3.54,4.84,0.73,1.35,1.6,1.05,0.05,0.05
2017-09-27,3.2,3.09,3.59,4.89,0.73,1.35,1.6,1.05,0.05,0.05
2017-10-04,3.2,3.24,3.59,4.89,0.73,1.35,1.6,1.05,0.05,0.05
2017-10-11,3.2,3.24,3.64,4.89,0.73,1.35,1.6,1.05,0.05,0.05
2017-10-18,3.2,3.24,3.64,4.89,0.73,1.35,1.6,1.05,0.05,0.05
2017-10-25,3.2,3.24,3.64,4.99,0.73,1.35,1.6,1.05,0.05,0.05
2017-11-01,3.2,3.24,3.74,4.99,0.73,1.35,1.6,1.05,0.05,0.05
2017-11-08,3.2,3.24,3.74,4.99,0.73,1.35,1.6,1.05,0.05,0.05
2017-11-15,3.2,3.24,3.74,4.99,0.73,1.35,1.6,1.05,0.05,0.05
2017-11-22,3.2,3.24,3.74,4.99,0.73,1.35,1.6,1.05,0.05,0.05
2017-11-29,3.2,3.24,3.74,4.99,0.73,1.35,1.6,1.05,0.05,0.05
2017-12-06,3.2,3.24,3.74,4.99,0.73,1.35,1.6,1.05,0.05,0.05
2017-12-13,3.2,3.24,3.74,4.99,0.73,1.35,1.6,1.05,0.05,0.05
2017-12-20,3.2,3.24,3.74,4.99,0.73,1.35,1.6,1.05,0.05,0.05
2017-12-27,3.2,3.24,3.74,4.99,0.73,1.35,1.6,1.05,0.05,0.05
2018-01-03,3.2,3.24,3.74,4.99,0.73,1.35,1.6,1.05,0.05,0.05
2018-01-10,3.2,3.24,3.74,4.99,0.73,1.35,1.6,1.05,0.05,0.05
2018-01-17,3.2,3.34,4.15,5.14,0.73,1.35,1.6,1.05,0.05,0.05
2018-01-24,3.45,3.34,4.15,5.14,0.73,1.35,1.6,1.05,0.05,0.05
2018-01-31,3.45,3.34,4.15,5.14,0.73,1.35,1.6,1.05,0.05,0.05
2018-02-07,3.45,3.34,4.15,5.14,0.73,1.35,1.6,1.05,0.05,0.05
2018-02-14,3.45,3.34,4.15,5.14,0.73,1.35,1.6,1.05,0.05,0.05
2018-02-21,3.45,3.34,4.15,5.14,0.73,1.35,1.6,1.05,0.05,0.05
2018-02-28,3.45,3.34,4.15,5.14,0.73,1.35,1.6,1.05,0.05,0.05
2018-03-07,3.45,3.34,4.15,5.14,0.73,1.35,1.6,1.05,0.05,0.05
2018-03-14,3.45,3.34,4.15,5.14,0.73,1.35,1.6,1.05,0.05,0.05
2018-03-21,3.45,3.34,4.15,5.14,0.73,1.35,1.6,1.05,0.05,0.05
2018-03-28,3.45,3.34,4.15,5.14,0.73,1.35,1.6,1.05,0.05,0.05
2018-04-04,3.45,3.34,4.15,5.14,0.73,1.35,1.6,1.05,0.05,0.05
2018-04-11,3.45,3.34,4.15,5.14,0.73,1.35,1.6,1.05,0.05,0.05
2018-04-18,3.45,3.34,4.15,5.14,0.73,1.35,1.6,1.05,0.05,0.05
2018-04-25,3.45,3.34,4.15,5.14,0.73,1.35,1.6,1.05,0.05,0.05
2018-05-02,3.45,3.49,4.3,5.14,0.73,1.1,1.6,1.05,0.05,0.05
2018-05-09,3.45,3.49,4.3,5.34,0.73,1.1,1.6,1.05,0.05,0.05
2018-05-16,3.45,3.49,4.3,5.34,0.73,1.1,1.6,1.05,0.05,0.05
2018-05-23,3.45,3.49,4.3,5.34,0.73,1.1,1.6,1.05,0.05,0.05
2018-05-30,3.45,3.49,4.3,5.34,0.73,1.1,1.6,1.05,0.05,0.05
2018-06-06,3.45,3.49,4.3,5.34,0.73,1.1,1.6,1.05,0.05,0.05
2018-06-13,3.45,3.49,4.3,5.34,0.73,1.1,1.6,1.05,0.05,0.05
2018-06-20,3.45,3.49,4.3,5.34,0.73,1.1,1.6,1.05,0.05,0.05
2018-06-27,3.45,3.49,4.3,5.34,0.73,1.1,1.6,1.05,0.05,0.05
2018-07-04,3.45,3.49,4.3,5.34,0.73,1.1,1.6,1.25,0.05,0.05
2018-07-11,3.7,3.49,4.3,5.34,0.73,1.1,1.6,1.25,0.05,0.05
2018-07-18,3.7,3.49,4.3,5.34,0.73,1.1,1.6,1.25,0.05,0.05
2018-07-25,3.7,3.49,4.3,5.34,0.73,1.1,1.6,1.25,0.05,0.05
2018-08-01,3.7,3.49,4.3,5.34,0.73,1.1,1.6,1.25,0.05,0.05
2018-08-08,3.7,3.49,4.3,5.34,0.73,1.1,1.6,1.25,0.05,0.05
2018-08-15,3.7,3.49,4.3,5.34,0.73,1.1,1.6,1.25,0.05,0.05
2018-08-22,3.7,3.49,4.3,5.34,1.2,1.1,1.6,1.25,0.05,0.05
2018-08-29,3.7,3.49,4.3,5.34,1.08,1.33,1.48,1.25,0.05,0.05
2018-09-05,3.7,3.49,4.3,5.34,1.08,1.33,1.48,1.25,0.05,0.05
2018-09-12,3.7,3.49,4.3,5.34,1.08,1.33,1.48,1.28,0.05,0.05
2018-09-19,3.7,3.49,4.3,5.34,1.08,1.33,1.48,1.28,0.05,0.05
2018-09-26,3.7,3.49,4.3,5.34,1.08,1.4,1.6,1.28,0.05,0.05
2018-10-03,3.7,3.49,4.3,5.34,1.08,1.4,1.6,1.28,0.05,0.05
2018-10-10,3.7,3.49,4.29,5.34,1.08,1.4,1.6,1.28,0.05,0.05
2018-10-17,3.7,3.64,4.29,5.34,1.08,1.45,1.6,1.28,0.05,0.05
2018-10-24,3.7,3.64,4.29,5.34,1.08,1.45,1.6,1.28,0.05,0.05
2018-10-31,3.95,3.64,4.29,5.34,1.08,1.45,1.6,1.28,0.05,0.05
2018-11-07,3.95,3.64,4.29,5.34,1.08,1.45,1.6,1.45,0.05,0.05
2018-11-14,3.95,3.64,4.29,5.34,1.08,1.5,2.2,1.45,0.05,0.05
2018-11-21,3.95,3.64,4.29,5.34,1.08,1.5,2.2,1.45,0.05,0.05
2018-11-28,3.95,3.64,4.29,5.34,1.3,1.5,2.2,1.45,0.05,0.05
2018-12-05,3.95,3.64,4.29,5.34,1.3,1.5,2.2,1.45,0.05,0.05
2018-12-12,3.95,3.64,4.29,5.34,1.3,1.5,2.2,1.45,0.05,0.05
2018-12-19,3.95,3.64,4.29,5.34,1.3,1.5,2.2,1.45,0.05,0.05
2018-12-26,3.95,3.64,4.29,5.34,1.3,1.5,2.2,1.45,0.05,0.05
2019-01-02,3.95,3.64,4.29,5.34,1.3,1.5,2.2,1.45,0.05,0.05
2019-01-09,3.95,3.64,4.29,5.34,1.3,1.5,2.2,1.45,0.05,0.05
2019-01-16,3.95,3.64,4.29,5.34,1.3,1.5,2.2,1.45,0.05,0.05
2019-01-23,3.95,3.64,4.29,5.34,1.3,1.5,2.2,1.45,0.05,0.05
2019-01-30,3.95,3.64,4.29,5.34,1.3,1.5,2.2,1.45,0.05,0.05
2019-02-06,3.95,3.64,4.29,5.34,1.3,1.5,2.2,1.45,0.05,0.05
2019-02-13,3.95,3.64,4.29,5.34,1.3,1.5,2.2,1.45,0.05,0.05
2019-02-20,3.95,3.64,4.29,5.34,1.3,1.5,2.2,1.45,0.05,0.05
2019-02-27,3.95,3.64,4.29,5.34,1.3,1.5,2.2,1.45,0.05,0.05
2019-03-06,3.95,3.64,4.29,5.34,1.3,1.5,2.2,1.45,0.05,0.05
2019-03-13,3.95,3.64,4.29,5.34,1.3,1.5,2.2,1.45,0.05,0.05
2019-03-20,3.95,3.64,4.29,5.34,1.3,1.5,2.2,1.45,0.05,0.05
2019-03-27,3.95,3.64,4.29,5.34,1.3,1.5,2.2,1.45,0.05,0.05
2019-04-03,3.95,3.64,4.29,5.34,1.3,1.5,2.2,1.45,0.05,0.05
2019-04-10,3.95,3.64,4.29,5.34,1.35,1.55,2.2,1.45,0.05,0.05
2019-04-17,3.95,3.64,4.29,5.34,1.35,1.55,2.2,1.45,0.05,0.05
2019-04-24,3.95,3.64,4.29,5.34,1.35,1.55,2.2,1.45,0.05,0.05
2019-05-01,3.95,3.64,4.29,5.34,1.35,1.55,2.2,1.45,0.05,0.05
2019-05-08,3.95,3.64,4.29,5.34,1.35,1.55,2.2,1.45,0.05,0.05
2019-05-15,3.95,3.64,4.29,5.34,1.35,1.55,2.2,1.45,0.05,0.05
2019-05-22,3.95,3.64,4.29,5.34,1.35,1.55,2.2,1.45,0.05,0.05
2019-05-29,3.95,3.64,4.29,5.34,1.35,1.55,2.2,1.45,0.05,0.05
2019-06-05,3.95,3.64,4.29,5.34,1.35,1.55,2.2,1.45,0.05,0.05
2019-06-12,3.95,3.64,4.29,5.34,1.35,1.55,2.2,1.45,0.05,0.05
2019-06-19,3.95,3.64,4.29,5.34,1.35,1.8,1.9,1.45,0.05,0.05
2019-06-26,3.95,3.64,4.29,5.34,1.35,1.8,1.9,1.45,0.05,0.05
2019-07-03,3.95,3.64,4.29,5.34,1.35,1.8,1.9,1.45,0.05,0.05
2019-07-10,3.95,3.64,4.29,5.34,1.35,1.8,1.9,1.45,0.05,0.05
2019-07-17,3.95,3.64,4.29,5.19,1.35,1.8,1.9,1.45,0.05,0.05
2019-07-24,3.95,3.64,4.29,5.19,1.35,1.8,1.9,1.45,0.05,0.05
2019-07-31,3.95,3.64,4.29,5.19,1.35,1.8,2,1.45,0.05,0.05
2019-08-07,3.95,3.64,4.29,5.19,1.35,1.8,2,1.45,0.05,0.05
2019-08-14,3.95,3.64,4.29,5.19,1.35,1.8,2,1.45,0.05,0.05
2019-08-21,3.95,3.64,4.29,5.19,1.35,1.8,2,1.45,0.05,0.05
2019-08-28,3.95,3.64,3.94,5.19,1.35,1.8,2,1.45,0.05,0.05
2019-09-04,3.95,3.64,3.94,5.19,1.35,1.8,2,1.45,0.05,0.05
2019-09-11,3.95,3.64,3.94,5.19,1.35,1.8,2,1.45,0.05,0.05
2019-09-18,3.95,3.64,3.94,5.19,1.35,1.8,2,1.45,0.05,0.05
2019-09-25,3.95,3.64,3.94,5.19,1.35,1.8,2,1.45,0.05,0.05
2019-10-02,3.95,3.64,3.94,5.19,1.35,1.8,2,1.45,0.05,0.05
2019-10-09,3.95,3.64,3.94,5.19,1.35,1.8,2,1.45,0.05,0.05
2019-10-16,3.95,3.64,3.94,5.19,1.35,1.8,2,1.45,0.05,0.05
2019-10-23,3.95,3.64,3.94,5.19,1.35,1.8,2,1.45,0.05,0.05
2019-10-30,3.95,3.64,3.94,5.19,1.35,1.8,2,1.45,0.05,0.05
2019-11-06,3.95,3.64,3.94,5.19,1.35,1.8,2,1.45,0.05,0.05
2019-11-13,3.95,3.64,3.94,5.19,1.35,1.8,2,1.45,0.05,0.05
2019-11-20,3.95,3.64,3.94,5.19,1.35,1.8,2,1.45,0.05,0.05
2019-11-27,3.95,3.64,3.94,5.19,1.35,1.8,2,1.45,0.05,0.05
2019-12-04,3.95,3.64,3.94,5.19,1.35,1.8,2,1.45,0.05,0.05
2019-12-11,3.95,3.64,3.94,5.19,1.35,1.8,2,1.45,0.05,0.05
2019-12-18,3.95,3.64,3.94,5.19,1.35,1.8,2,1.45,0.05,0.05
2019-12-25,3.95,3.64,3.94,5.19,1.35,1.8,2,1.45,0.05,0.05
2020-01-01,3.95,3.64,3.94,5.19,1.35,1.8,2,1.45,0.05,0.05
2020-01-08,3.95,3.64,3.94,5.19,1.35,1.8,2,1.45,0.05,0.05
2020-01-15,3.95,3.64,3.94,5.19,1.35,1.8,2,1.45,0.05,0.05
2020-01-22,3.95,3.64,3.94,5.19,1.35,1.8,2,1.45,0.05,0.05
2020-01-29,3.95,3.64,3.94,5.19,1.35,1.8,2,1.45,0.05,0.05
2020-02-05,3.95,3.64,3.94,5.19,1.35,1.8,2,1.45,0.05,0.05
2020-02-12,3.95,3.64,3.94,5.19,1.35,1.8,2,1.45,0.05,0.05
2020-02-19,3.95,3.64,3.94,5.19,1.35,1.8,2,1.45,0.05,0.05
2020-02-26,3.95,3.64,3.94,5.19,1.35,1.8,2,1.25,0.05,0.05
2020-03-04,3.95,3.64,3.94,5.19,1.45,1.35,2,1.28,0.05,0.05
2020-03-11,3.45,3.39,3.94,5.19,1.25,1.35,1.5,1.25,0.05,0.05
2020-03-18,2.95,3.29,3.94,5.04,0.75,0.85,0.95,0.88,0.05,0.05
2020-03-25,2.95,3.29,3.94,5.04,1,1.15,1.5,0.88,0.05,0.05
2020-04-01,2.45,3.29,3.94,5.04,1,1.15,1.48,1.25,0.05,0.05
2020-04-08,2.45,3.29,3.94,5.04,1,1.15,1.48,1.25,0.05,0.05
2020-04-15,2.45,3.29,3.94,5.04,1,1.15,1.48,1.25,0.05,0.05
2020-04-22,2.45,3.29,4.05,5.04,0.75,1.15,1.5,1.25,0.05,0.05
2020-04-29,2.45,3.29,4.05,5.04,0.75,1.15,1.5,1.25,0.05,0.05
2020-05-06,2.45,3.29,4.05,5.04,0.75,1.15,1.5,1.25,0.05,0.05
2020-05-13,2.45,3.29,3.94,5.04,0.75,1.15,1.5,1.25,0.05,0.05
2020-05-20,2.45,3.19,3.89,4.94,0.75,1.15,1.5,1.25,0.01,0.01
2020-05-27,2.45,3.19,3.89,4.94,0.75,1.15,1.5,1.25,0.01,0.01
2020-06-03,2.45,3.19,3.89,4.94,0.75,1.15,1.5,1.25,0.01,0.01
2020-06-10,2.45,3.19,3.89,4.94,0.75,1.05,1.5,1.25,0.01,0.01
2020-06-17,2.45,3.19,3.89,4.94,0.75,1.05,1.5,1.25,0.01,0.01
2020-06-24,2.45,3.19,3.89,4.94,0.75,1,1.5,1.25,0.01,0.01
2020-07-01,2.45,3.19,3.89,4.94,0.55,0.85,1.13,0.88,0.01,0.01
2020-07-08,2.45,3.19,3.89,4.94,0.55,0.85,1.13,0.88,0.01,0.01
2020-07-15,2.45,3.09,3.79,4.94,0.55,0.8,1.05,0.88,0.01,0.01
2020-07-22,2.45,3.09,3.79,4.94,0.55,0.75,1.05,0.88,0.01,0.01
2020-07-29,2.45,3.09,3.79,4.94,0.55,0.75,1.05,0.88,0.01,0.01
2020-08-05,2.45,3.09,3.89,4.94,0.55,0.75,1,0.88,0.01,0.01
2020-08-12,2.45,3.09,3.75,4.79,0.43,0.7,0.95,0.7,0.01,0.01
2020-08-19,2.45,3.09,3.75,4.79,0.43,0.7,0.95,0.7,0.01,0.01
2020-08-26,2.45,3.09,3.75,4.79,0.43,0.6,0.95,0.7,0.01,0.01
2020-09-02,2.45,3.09,3.59,4.79,0.43,0.6,0.95,0.7,0.01,0.01
2020-09-09,2.45,3.09,3.59,4.79,0.35,0.6,0.85,0.7,0.01,0.01
2020-09-16,2.45,3.09,3.59,4.79,0.35,0.6,0.85,0.7,0.01,0.01
2020-09-23,2.45,3.09,3.59,4.79,0.35,0.6,0.85,0.7,0.01,0.01
2020-09-30,2.45,3.09,3.59,4.79,0.35,0.6,0.85,0.7,0.01,0.01
2020-10-07,2.45,3.09,3.59,4.79,0.35,0.6,0.85,0.7,0.01,0.01
2020-10-14,2.45,3.09,3.59,4.79,0.35,0.6,0.85,0.7,0.01,0.01
2020-10-21,2.45,3.09,3.59,4.79,0.35,0.6,0.85,0.7,0.01,0.01
2020-10-28,2.45,3.09,3.59,4.79,0.35,0.6,0.85,0.7,0.01,0.01
2020-11-04,2.45,3.09,3.59,4.79,0.35,0.6,0.85,0.7,0.01,0.01
