date,Prime rate,1-year Conventional mortgage,3-year Conventional mortgage,5-year Conventional mortgage,1-year GIC,3-year GIC,5-year GIC,5-year personal fixed term,"Daily Interest Savings (balances over $100,000)",Non-Chequable Savings Deposits
1967-04-05,,,,,,,,,,4.5
1967-04-12,,,,,,,,,,4.5
1967-04-19,,,,,,,,,,4.5
1967-04-26,,,,,,,,,,4.5
1967-05-03,,,,,,,,,,4.5
1967-05-10,,,,,,,,,,4.5
1967-05-17,,,,,,,,,,4.5
1967-05-24,,,,,,,,,,4.5
1967-05-31,,,,,,,,,,4.5
1967-06-07,,,,,,,,,,4.5
1967-06-14,,,,,,,,,,4.5
1967-06-21,,,,,,,,,,4.5
1967-06-28,,,,,,,,,,4.5
1967-07-05,,,,,,,,,,4.5
1967-07-12,,,,,,,,,,4.5
1967-07-19,,,,,,,,,,4.5
1967-07-26,,,,,,,,,,4.5
1967-08-02,,,,,,,,,,4.5
1967-08-09,,,,,,,,,,4.5
1967-08-16,,,,,,,,,,4.5
1967-08-23,,,,,,,,,,4.5
1967-08-30,,,,,,,,,,4.5
1967-09-06,,,,,,,,,,4.5
1967-09-13,,,,,,,,,,4.5
1967-09-20,,,,,,,,,,4.5
1967-09-27,,,,,,,,,,4.5
1967-10-04,,,,,,,,,,4.5
1967-10-11,,,,,,,,,,4.5
1967-10-18,,,,,,,,,,4.5
1967-10-25,,,,,,,,,,4.5
1967-11-01,,,,,,,,,,4.5
1967-11-08,,,,,,,,,,4.5
1967-11-15,,,,,,,,,,4.5
1967-11-22,,,,,,,,,,4.5
1967-11-29,,,,,,,,,,4.5
1967-12-06,,,,,,,,,,4.5
1967-12-13,,,,,,,,,,4.5
1967-12-20,,,,,,,,,,4.5
1967-12-27,,,,,,,,,,4.5
1968-01-03,,,,,,,,,,4.5
1968-01-10,,,,,,,,,,4.5
1968-01-17,,,,,,,,,,4.5
1968-01-24,,,,,,,,,,4.5
1968-01-31,,,,,,,,,,4.5
1968-02-07,,,,,,,,,,4.5
1968-02-14,,,,,,,,,,4.5
1968-02-21,,,,,,,,,,4.5
1968-02-28,,,,,,,,,,4.5
1968-03-06,,,,,,,,,,5
1968-03-13,,,,,,,,,,5
1968-03-20,,,,,,,,,,5
1968-03-27,,,,,,,,,,5
1968-04-03,,,,,,,,,,5
1968-04-10,,,,,,,,,,5
1968-04-17,,,,,,,,,,5
1968-04-24,,,,,,,,,,5
1968-05-01,,,,,,,,,,5
1968-05-08,,,,,,,,,,5
1968-05-15,,,,,,,,,,5
1968-05-22,,,,,,,,,,5
1968-05-29,,,,,,,,,,5
1968-06-05,,,,,,,,,,5
1968-06-12,,,,,,,,,,5
1968-06-19,,,,,,,,,,5
1968-06-26,,,,,,,,,,5
1968-07-03,,,,,,,,7,,5
1968-07-10,,,,,,,,6.75,,5
1968-07-17,,,,,,,,6.75,,5
1968-07-24,,,,,,,,6.75,,5
1968-07-31,,,,,,,,6.5,,5
1968-08-07,,,,,,,,6.5,,5
1968-08-14,,,,,,,,6.5,,5
1968-08-21,,,,,,,,6.5,,5
1968-08-28,,,,,,,,6.5,,5
1968-09-04,,,,,,,,6.5,,5
1968-09-11,,,,,,,,6.5,,5
1968-09-18,,,,,,,,6.5,,5
1968-09-25,,,,,,,,6.5,,5
1968-10-02,,,,,,,,6.5,,5
1968-10-09,,,,,,,,6.5,,5
1968-10-16,,,,,,,,6.5,,5
1968-10-23,,,,,,,,6.5,,5
1968-10-30,,,,,,,,6.5,,5
1968-11-06,,,,,,,,6.5,,5
1968-11-13,,,,,,,,6.5,,5
1968-11-20,,,,,,,,6.5,,5
1968-11-27,,,,,,,,6.5,,5
1968-12-04,,,,,,,,6.5,,5
1968-12-11,,,,,,,,6.5,,5
1968-12-18,,,,,,,,6.5,,5
1968-12-25,,,,,,,,6.5,,5
1969-01-01,,,,,,,,6.75,,5
1969-01-08,,,,,,,,6.75,,5
1969-01-15,,,,,,,,7,,5
1969-01-22,,,,,,,,7,,5
1969-01-29,,,,,,,,7,,5
1969-02-05,,,,,,,,7,,5.25
1969-02-12,,,,,,,,7.25,,5.25
1969-02-19,,,,,,,,7.25,,5.25
1969-02-26,,,,,,,,7.25,,5.25
1969-03-05,,,,,,,,7.25,,5.25
1969-03-12,,,,,,,,7.25,,5.25
1969-03-19,,,,,,,,7.25,,5.25
1969-03-26,,,,,,,,7.25,,5.25
1969-04-02,,,,,,,,7.25,,5.5
1969-04-09,,,,,,,,7.25,,5.5
1969-04-16,,,,,,,,7.25,,5.5
1969-04-23,,,,,,,,7.25,,5.5
1969-04-30,,,,,,,,7.25,,5.5
1969-05-07,,,,,,,,7.25,,5.5
1969-05-14,,,,,,,,7.25,,5.5
1969-05-21,,,,,,,,7.25,,5.5
1969-05-28,,,,,,,,7.5,,5.5
1969-06-04,,,,,,,,7.5,,6
1969-06-11,,,,,,,,7.5,,6
1969-06-18,,,,,,,,7.5,,6
1969-06-25,,,,,,,,7.5,,6
1969-07-02,,,,,,,,7.75,,6.5
1969-07-09,,,,,,,,7.75,,6.5
1969-07-16,,,,,,,,7.75,,6.5
1969-07-23,,,,,,,,7.75,,6.5
1969-07-30,,,,,,,,7.75,,6.5
1969-08-06,,,,,,,,7.75,,6.5
1969-08-13,,,,,,,,7.75,,6.5
1969-08-20,,,,,,,,7.75,,6.5
1969-08-27,,,,,,,,7.75,,6.5
1969-09-03,,,,,,,,7.75,,6.5
1969-09-10,,,,,,,,7.75,,6.5
1969-09-17,,,,,,,,7.75,,6.5
1969-09-24,,,,,,,,7.75,,6.5
1969-10-01,,,,,,,,7.75,,6.5
1969-10-08,,,,,,,,7.75,,6.5
1969-10-15,,,,,,,,7.75,,6.5
1969-10-22,,,,,,,,7.75,,6.5
1969-10-29,,,,,,,,7.75,,6.5
1969-11-05,,,,,,,,7.75,,6.5
1969-11-12,,,,,,,,7.75,,6.5
1969-11-19,,,,,,,,7.75,,6.5
1969-11-26,,,,,,,,7.75,,6.5
1969-12-03,,,,,,,,7.75,,6.5
1969-12-10,,,,,,,,7.75,,6.5
1969-12-17,,,,,,,,7.75,,6.5
1969-12-24,,,,,,,,7.75,,6.5
1969-12-31,,,,,,,,7.75,,6.5
1970-01-07,,,,,,,,7.75,,6.5
1970-01-14,,,,,,,,7.75,,6.5
1970-01-21,,,,,,,,7.75,,6.5
1970-01-28,,,,,,,,7.75,,6.5
1970-02-04,,,,,,,,7.75,,6.5
1970-02-11,,,,,,,,7.75,,6.5
1970-02-18,,,,,,,,7.75,,6.5
1970-02-25,,,,,,,,7.75,,6.5
1970-03-04,,,,,,,,7.75,,6.5
1970-03-11,,,,,,,,7.75,,6.5
1970-03-18,,,,,,,,7.75,,6.5
1970-03-25,,,,,,,,7.75,,6.5
1970-04-01,,,,,,,,7.75,,6.5
1970-04-08,,,,,,,,7.75,,6.5
1970-04-15,,,,,,,,7.75,,6.5
1970-04-22,,,,,,,,7.75,,6.5
1970-04-29,,,,,,,,7.75,,6.5
1970-05-06,,,,,,,,7.75,,6.5
1970-05-13,,,,,,,,7.75,,6.5
1970-05-20,,,,,,,,7.75,,6.5
1970-05-27,,,,,,,,7.75,,6.5
1970-06-03,,,,,,,,7.75,,6.5
1970-06-10,,,,,,,,7.75,,6.5
1970-06-17,,,,,,,,7.75,,6.5
1970-06-24,,,,,,,,7.75,,6.5
1970-07-01,,,,,,,,7.75,,6
1970-07-08,,,,,,,,7.75,,6
1970-07-15,,,,,,,,7.75,,6
1970-07-22,,,,,,,,7.75,,6
1970-07-29,,,,,,,,7.75,,6
1970-08-05,,,,,,,,7.75,,6
1970-08-12,,,,,,,,7.75,,6
1970-08-19,,,,,,,,7.75,,6
1970-08-26,,,,,,,,7.75,,6
1970-09-02,,,,,,,,7.75,,6
1970-09-09,,,,,,,,7.75,,6
1970-09-16,,,,,,,,7.75,,6
1970-09-23,,,,,,,,7.75,,6
1970-09-30,,,,,,,,7.25,,6
1970-10-07,,,,,,,,7.75,,6
1970-10-14,,,,,,,,7.75,,6
1970-10-21,,,,,,,,7.75,,6
1970-10-28,,,,,,,,7.75,,6
1970-11-04,,,,,,,,7.75,,5.5
1970-11-11,,,,,,,,7.25,,5.5
1970-11-18,,,,,,,,7.25,,5.5
1970-11-25,,,,,,,,7.25,,5.5
1970-12-02,,,,,,,,7.25,,5.5
1970-12-09,,,,,,,,7.25,,5.5
1970-12-16,,,,,,,,7.25,,5.5
1970-12-23,,,,,,,,7.25,,5.5
1970-12-30,,,,,,,,7.25,,5.5
1971-01-06,,,,,,,,7.25,,5.5
1971-01-13,,,,,,,,7.25,,5.5
1971-01-20,,,,,,,,7.25,,5.5
1971-01-27,,,,,,,,7.25,,5.5
1971-02-03,,,,,,,,7.25,,5
1971-02-10,,,,,,,,7.25,,5
1971-02-17,,,,,,,,7.25,,5
1971-02-24,,,,,,,,7.25,,5
1971-03-03,,,,,,,,6.75,,4.5
1971-03-10,,,,,,,,6.75,,4.5
1971-03-17,,,,,,,,6.25,,4.5
1971-03-24,,,,,,,,6.25,,4.5
1971-03-31,,,,,,,,6,,4.5
1971-04-07,,,,,,,,6,,4.5
1971-04-14,,,,,,,,6,,4.5
1971-04-21,,,,,,,,6,,4.5
1971-04-28,,,,,,,,6,,4.5
1971-05-05,,,,,,,,6,,4.5
1971-05-12,,,,,,,,6,,4.5
1971-05-19,,,,,,,,6,,4.5
1971-05-26,,,,,,,,6,,4.5
1971-06-02,,,,,,,,6,,4.5
1971-06-09,,,,,,,,6,,4.5
1971-06-16,,,,,,,,6,,4.5
1971-06-23,,,,,,,,6,,4.5
1971-06-30,,,,,,,,6,,4.5
1971-07-07,,,,,,,,6,,4.5
1971-07-14,,,,,,,,6,,4.5
1971-07-21,,,,,,,,6.5,,4.5
1971-07-28,,,,,,,,6.5,,4.5
1971-08-04,,,,,,,,6.5,,4.5
1971-08-11,,,,,,,,6.5,,4.5
1971-08-18,,,,,,,,6.5,,4.5
1971-08-25,,,,,,,,6.5,,4.5
1971-09-01,,,,,,,,6.5,,4.5
1971-09-08,,,,,,,,6.5,,4.5
1971-09-15,,,,,,,,6.5,,4.5
1971-09-22,,,,,,,,6.5,,4.5
1971-09-29,,,,,,,,6.5,,4.5
1971-10-06,,,,,,,,6.5,,4.5
1971-10-13,,,,,,,,6.5,,4.5
1971-10-20,,,,,,,,6.5,,4.5
1971-10-27,,,,,,,,6.75,,4.5
1971-11-03,,,,,,,,6.5,,4
1971-11-10,,,,,,,,6.5,,4
1971-11-17,,,,,,,,6.5,,4
1971-11-24,,,,,,,,6.5,,4
1971-12-01,,,,,,,,6.5,,4
1971-12-08,,,,,,,,6.5,,4
1971-12-15,,,,,,,,6.5,,4
1971-12-22,,,,,,,,6.5,,4
1971-12-29,,,,,,,,6.5,,4
1972-01-05,,,,,,,,6.5,,4
1972-01-12,,,,,,,,6.5,,4
1972-01-19,,,,,,,,6.5,,4
1972-01-26,,,,,,,,6.5,,4
1972-02-02,,,,,,,,6.5,,4
1972-02-09,,,,,,,,6.5,,4
1972-02-16,,,,,,,,6.5,,4
1972-02-23,,,,,,,,6.5,,4
1972-03-01,,,,,,,,6.5,,4
1972-03-08,,,,,,,,6.5,,4
1972-03-15,,,,,,,,6.5,,4
1972-03-22,,,,,,,,6.75,,4
1972-03-29,,,,,,,,6.75,,4
1972-04-05,,,,,,,,6.75,,4
1972-04-12,,,,,,,,6.75,,4
1972-04-19,,,,,,,,6.75,,4
1972-04-26,,,,,,,,6.75,,4
1972-05-03,,,,,,,,6.75,,4
1972-05-10,,,,,,,,7,,4
1972-05-17,,,,,,,,7,,4
1972-05-24,,,,,,,,7,,4
1972-05-31,,,,,,,,7,,4
1972-06-07,,,,,,,,7,,4
1972-06-14,,,,,,,,7,,4
1972-06-21,,,,,,,,7,,4
1972-06-28,,,,,,,,7,,4
1972-07-05,,,,,,,,7,,4
1972-07-12,,,,,,,,7,,4
1972-07-19,,,,,,,,7,,4
1972-07-26,,,,,,,,7,,4
1972-08-02,,,,,,,,7,,4
1972-08-09,,,,,,,,7,,4
1972-08-16,,,,,,,,7,,4
1972-08-23,,,,,,,,7,,4
1972-08-30,,,,,,,,7,,4
1972-09-06,,,,,,,,7,,4
1972-09-13,,,,,,,,7,,4
1972-09-20,,,,,,,,7,,4
1972-09-27,,,,,,,,7,,4
1972-10-04,,,,,,,,7,,4
1972-10-11,,,,,,,,7,,4
1972-10-18,,,,,,,,7,,4
1972-10-25,,,,,,,,7,,4
1972-11-01,,,,,,,,7,,4
1972-11-08,,,,,,,,7,,4
1972-11-15,,,,,,,,7,,4
1972-11-22,,,,,,,,7,,4
1972-11-29,,,,,,,,7,,4
1972-12-06,,,,,,,,6.75,,4
1972-12-13,,,,,,,,7,,4
1972-12-20,,,,,,,,7,,4
1972-12-27,,,,,,,,7,,4
1973-01-03,,,,,,,,7,,4
1973-01-10,,,,,,,,7,,4
1973-01-17,,,,,,,,7,,4
1973-01-24,,,,,,,,7,,4
1973-01-31,,,,,,,,7,,4
1973-02-07,,,,,,,,7,,4
1973-02-14,,,,,,,,7,,4
1973-02-21,,,,,,,,7,,4
1973-02-28,,,,,,,,7,,4
1973-03-07,,,,,,,,7,,4
1973-03-14,,,,,,,,7,,4
1973-03-21,,,,,,,,7,,4
1973-03-28,,,,,,,,7,,4
1973-04-04,,,,,,,,7,,4
1973-04-11,,,,,,,,7,,4.5
1973-04-18,,,,,,,,7.5,,4.5
1973-04-25,,,,,,,,7.5,,4.5
1973-05-02,,,,,,,,7.5,,4.5
1973-05-09,,,,,,,,7.5,,4.5
1973-05-16,,,,,,,,7.5,,5
1973-05-23,,,,,,,,7.75,,5
1973-05-30,,,,,,,,7.75,,5
1973-06-06,,,,,,,,7.75,,5.25
1973-06-13,,,,,,,,7.75,,5.25
1973-06-20,,,,,,,,8,,5.25
1973-06-27,,,,,,,,8,,5.25
1973-07-04,,,,,,,,8,,5.75
1973-07-11,,,,,,,,8,,5.75
1973-07-18,,,,,,,,8,,5.75
1973-07-25,,,,,,,,8,,5.75
1973-08-01,,,,,,,,8,,6.25
1973-08-08,,,,,,,,8,,6.25
1973-08-15,,,,,,,,8,,6.25
1973-08-22,,,,,,,,8.25,,6.25
1973-08-29,,,,,,,,8.25,,6.25
1973-09-05,,,,,,,,8.25,,6.75
1973-09-12,,,,,,,,8.25,,6.75
1973-09-19,,,,,,,,8.5,,6.75
1973-09-26,,,,,,,,8.5,,6.75
1973-10-03,,,,,,,,8.5,,6.75
1973-10-10,,,,,,,,8.5,,6.75
1973-10-17,,,,,,,,8.5,,6.75
1973-10-24,,,,,,,,8.5,,6.75
1973-10-31,,,,,,,,8.5,,6.75
1973-11-07,,,,,,,,8.5,,6.75
1973-11-14,,,,,,,,8.5,,6.75
1973-11-21,,,,,,,,8.5,,6.75
1973-11-28,,,,,,,,8.5,,6.75
1973-12-05,,,,,,,,8.5,,6.75
1973-12-12,,,,,,,,8.5,,6.75
1973-12-19,,,,,,,,8.5,,6.75
1973-12-26,,,,,,,,8.5,,6.75
1974-01-02,,,,,,,,8.5,,7.25
1974-01-09,,,,,,,,8.5,,7.25
1974-01-16,,,,,,,,8.5,,7.25
1974-01-23,,,,,,,,8.5,,7.25
1974-01-30,,,,,,,,8.5,,7.25
1974-02-06,,,,,,,,8.5,,7.25
1974-02-13,,,,,,,,8.5,,7.25
1974-02-20,,,,,,,,8.5,,7.25
1974-02-27,,,,,,,,8.5,,7.25
1974-03-06,,,,,,,,8.25,,7.25
1974-03-13,,,,,,,,8.25,,7.25
1974-03-20,,,,,,,,8.25,,7.25
1974-03-27,,,,,,,,8.25,,7.25
1974-04-03,,,,,,,,8.25,,8.25
1974-04-10,,,,,,,,8.25,,8.25
1974-04-17,,,,,,,,8.25,,8.25
1974-04-24,,,,,,,,9,,8.25
1974-05-01,,,,,,,,9,,8.75
1974-05-08,,,,,,,,9,,8.75
1974-05-15,,,,,,,,9,,8.75
1974-05-22,,,,,,,,9,,8.75
1974-05-29,,,,,,,,9,,8.75
1974-06-05,,,,,,,,9,,8.75
1974-06-12,,,,,,,,9,,8.75
1974-06-19,,,,,,,,9,,8.75
1974-06-26,,,,,,,,9,,8.75
1974-07-03,,,,,,,,9,,8.75
1974-07-10,,,,,,,,9,,8.75
1974-07-17,,,,,,,,9,,8.75
1974-07-24,,,,,,,,9,,8.75
1974-07-31,,,,,,,,9,,8.75
1974-08-07,,,,,,,,9,,9.25
1974-08-14,,,,,,,,9,,9.25
1974-08-21,,,,,,,,9,,9.25
1974-08-28,,,,,,,,9,,9.25
1974-09-04,,,,,,,,9,,9.25
1974-09-11,,,,,,,,9,,9.25
1974-09-18,,,,,,,,9,,9.25
1974-09-25,,,,,,,,9,,9.25
1974-10-02,,,,,,,,9,,9.25
1974-10-09,,,,,,,,9,,9.25
1974-10-16,,,,,,,,9,,9.25
1974-10-23,,,,,,,,9,,9.25
1974-10-30,,,,,,,,9,,9.25
1974-11-06,,,,,,,,9,,9.25
1974-11-13,,,,,,,,9,,9.25
1974-11-20,,,,,,,,9,,9.25
1974-11-27,,,,,,,,8.75,,9.25
1974-12-04,,,,,,,,8.75,,8.75
1974-12-11,,,,,,,,8.75,,8.75
1974-12-18,,,,,,,,8.75,,8.75
1974-12-25,,,,,,,,8.75,,8.75
1975-01-01,11,,,12,,,,8.75,,8.75
1975-01-08,11,,,12,,,,8.75,,8.75
1975-01-15,10.5,,,12,,,,8.5,,8.75
1975-01-22,10.5,,,12,,,,8,,8.75
1975-01-29,10.5,,,12,,,,7.75,,8.75
1975-02-05,9.5,,,11.5,,,,7.5,,7.25
1975-02-12,9.5,,,10.75,,,,7.5,,7.25
1975-02-19,9.5,,,10.75,,,,7.5,,7.25
1975-02-26,9.5,,,10.75,,,,7.5,,7.25
1975-03-05,9,,,10.75,,,,7.5,,6.5
1975-03-12,9,,,10.75,,,,7.5,,6.5
1975-03-19,9,,,10.5,,,,7.5,,6.5
1975-03-26,9,,,10.5,,,,7.5,,6.5
1975-04-02,9,,,10.5,,,,7.5,,6.5
1975-04-09,9,,,10.5,,,,7.5,,6.5
1975-04-16,9,,,10.5,,,,7.5,,6.5
1975-04-23,9,,,10.75,,,,7.5,,6.5
1975-04-30,9,,,10.75,,,,7.5,,6.5
1975-05-07,9,,,10.75,,,,7.5,,6.5
1975-05-14,9,,,10.75,,,,7.5,,6.5
1975-05-21,9,,,11,,,,7.5,,6.5
1975-05-28,9,,,11,,,,7.5,,6.5
1975-06-04,9,,,11,,,,7.5,,6.5
1975-06-11,9,,,11,,,,7.5,,6.5
1975-06-18,9,,,11,,,,7.5,,6.5
1975-06-25,9,,,11,,,,7.5,,6.5
1975-07-02,9,,,11,,,,7.5,,6.5
1975-07-09,9,,,11,,,,7.5,,6.5
1975-07-16,9,,,11.25,,,,7.5,,6.5
1975-07-23,9,,,11.25,,,,7.5,,6.5
1975-07-30,9,,,11.25,,,,8.5,,6.5
1975-08-06,9,,,11.25,,,,8.5,,6.5
1975-08-13,9,,,11.5,,,,8.5,,6.5
1975-08-20,9,,,11.5,,,,8.5,,6.5
1975-08-27,9,,,11.5,,,,8.5,,6.5
1975-09-03,9,,,11.5,,,,8.5,,7.25
1975-09-10,9.75,,,11.75,,,,9.25,,7.25
1975-09-17,9.75,,,11.75,,,,9.25,,7.25
1975-09-24,9.75,,,11.75,,,,9.25,,7.25
1975-10-01,9.75,,,12,,,,9.25,,7.25
1975-10-08,9.75,,,12,,,,9.25,,7.25
1975-10-15,9.75,,,12,,,,9.25,,7.25
1975-10-22,9.75,,,12,,,,9.25,,7.25
1975-10-29,9.75,,,12,,,,9.25,,7.25
1975-11-05,9.75,,,12,,,,9.25,,7.25
1975-11-12,9.75,,,12,,,,9.25,,7.25
1975-11-19,9.75,,,12,,,,9.25,,7.25
1975-11-26,9.75,,,12,,,,9.25,,7.25
1975-12-03,9.75,,,12,,,,9.25,,7.25
1975-12-10,9.75,,,12,,,,9.25,,7.25
1975-12-17,9.75,,,12,,,,9.25,,7.25
1975-12-24,9.75,,,12,,,,9.25,,7.25
1975-12-31,9.75,,,12,,,,9.25,,7.25
1976-01-07,9.75,,,12,,,,9.25,,7.25
1976-01-14,9.75,,,12,,,,9.25,,7.25
1976-01-21,9.75,,,12,,,,9.25,,7.25
1976-01-28,9.75,,,12,,,,9.25,,7.25
1976-02-04,9.75,,,12,,,,9.25,,7.25
1976-02-11,9.75,,,11.75,,,,9.25,,7.25
1976-02-18,9.75,,,11.75,,,,9.25,,7.25
1976-02-25,9.75,,,11.75,,,,9.25,,7.25
1976-03-03,9.75,,,11.75,,,,9.25,,8
1976-03-10,10.25,,,11.75,,,,9.5,,8
1976-03-17,10.25,,,11.75,,,,9.5,,8
1976-03-24,10.25,,,11.75,,,,9.5,,8
1976-03-31,10.25,,,11.75,,,,9.5,,8
1976-04-07,10.25,,,12,,,,9.5,,8
1976-04-14,10.25,,,12,,,,9.5,,8
1976-04-21,10.25,,,12,,,,9.5,,8
1976-04-28,10.25,,,12,,,,9.5,,8
1976-05-05,10.25,,,12,,,,9.5,,8
1976-05-12,10.25,,,12,,,,9.5,,8
1976-05-19,10.25,,,12,,,,9.5,,8
1976-05-26,10.25,,,12,,,,9.5,,8
1976-06-02,10.25,,,12,,,,9.5,,8
1976-06-09,10.25,,,12,,,,9.5,,8
1976-06-16,10.25,,,12,,,,9.5,,8
1976-06-23,10.25,,,12,,,,9.5,,8
1976-06-30,10.25,,,12,,,,9.5,,8
1976-07-07,10.25,,,12,,,,9.5,,8
1976-07-14,10.25,,,12,,,,9.5,,8
1976-07-21,10.25,,,12,,,,9.5,,8
1976-07-28,10.25,,,12,,,,9.5,,8
1976-08-04,10.25,,,12,,,,9.5,,8
1976-08-11,10.25,,,12,,,,9.5,,8
1976-08-18,10.25,,,12,,,,9.5,,8
1976-08-25,10.25,,,12,,,,9.5,,8
1976-09-01,10.25,,,12,,,,9.5,,8
1976-09-08,10.25,,,12,,,,9.5,,8
1976-09-15,10.25,,,11.75,,,,9.5,,8
1976-09-22,10.25,,,11.75,,,,9.5,,8
1976-09-29,10.25,,,11.75,,,,9.5,,8
1976-10-06,10.25,,,11.75,,,,9.5,,8
1976-10-13,10.25,,,11.75,,,,9.5,,8
1976-10-20,10.25,,,11.75,,,,9.5,,8
1976-10-27,10.25,,,11.75,,,,9.5,,8
1976-11-03,10.25,,,11.75,,,,9.5,,8
1976-11-10,10.25,,,11.75,,,,9.5,,8
1976-11-17,10.25,,,11.75,,,,9.5,,8
1976-11-24,9.75,,,11.25,,,,9,,8
1976-12-01,9.75,,,11.25,,,,9,,7.5
1976-12-08,9.75,,,11.25,,,,9,,7.5
1976-12-15,9.75,,,11.25,,,,9,,7.5
1976-12-22,9.75,,,11.25,,,,9,,7.5
1976-12-29,9.25,,,10.75,,,,8.25,,7.5
1977-01-05,9.25,,,10.75,,,,8.25,,6.75
1977-01-12,9.25,,,10.75,,,,8.25,,6.75
1977-01-19,9.25,,,10.75,,,,8.25,,6.75
1977-01-26,9.25,,,10.75,,,,8.25,,6.75
1977-02-02,8.75,,,10.75,,,,8.25,,6.25
1977-02-09,8.75,,,10.25,,,,7.75,,6.25
1977-02-16,8.75,,,10.25,,,,7.75,,6.25
1977-02-23,8.75,,,10.25,,,,7.75,,6.25
1977-03-02,8.75,,,10.25,,,,7.75,,6.25
1977-03-09,8.75,,,10.25,,,,7.75,,6.25
1977-03-16,8.75,,,10.25,,,,7.75,,6.25
1977-03-23,8.75,,,10.25,,,,7.75,,6.25
1977-03-30,8.75,,,10.25,,,,7.75,,6.25
1977-04-06,8.75,,,10.25,,,,7.75,,6.25
1977-04-13,8.75,,,10.25,,,,7.75,,6.25
1977-04-20,8.75,,,10.25,,,,7.75,,6.25
1977-04-27,8.75,,,10.25,,,,7.75,,6.25
1977-05-04,8.75,,,10.25,,,,7.75,,6.25
1977-05-11,8.75,,,10.25,,,,7.75,,6.25
1977-05-18,8.75,,,10.25,,,,7.75,,6.25
1977-05-25,8.75,,,10.25,,,,7.75,,6.25
1977-06-01,8.25,,,10.25,,,,7.75,,5.75
1977-06-08,8.25,,,10.25,,,,7.75,,5.75
1977-06-15,8.25,,,10.25,,,,7.75,,5.75
1977-06-22,8.25,,,10.25,,,,7.75,,5.75
1977-06-29,8.25,,,10.25,,,,7.75,,5.75
1977-07-06,8.25,,,10.25,,,,7.75,,5.75
1977-07-13,8.25,,,10.25,,,,7.75,,5.75
1977-07-20,8.25,,,10.25,,,,7.75,,5.75
1977-07-27,8.25,,,10.25,,,,7.75,,5.75
1977-08-03,8.25,,,10.25,,,,7.75,,5.75
1977-08-10,8.25,,,10.25,,,,7.75,,5.75
1977-08-17,8.25,,,10.25,,,,7.75,,5.75
1977-08-24,8.25,,,10.25,,,,7.75,,5.75
1977-08-31,8.25,,,10.25,,,,7.75,,5.75
1977-09-07,8.25,,,10.25,,,,7.75,,5.75
1977-09-14,8.25,,,10.25,,,,7.75,,5.75
1977-09-21,8.25,,,10.25,,,,7.75,,5.75
1977-09-28,8.25,,,10.25,,,,7.75,,5.75
1977-10-05,8.25,,,10.25,,,,7.75,,5.75
1977-10-12,8.25,,,10.25,,,,7.75,,5.75
1977-10-19,8.25,,,10.25,,,,7.75,,5.75
1977-10-26,8.25,,,10.25,,,,7.75,,5.75
1977-11-02,8.25,,,10.25,,,,7.75,,5.75
1977-11-09,8.25,,,10.25,,,,7.75,,5.75
1977-11-16,8.25,,,10.25,,,,7.75,,5.75
1977-11-23,8.25,,,10.25,,,,7.75,,5.75
1977-11-30,8.25,,,10.25,,,,7.75,,5.75
1977-12-07,8.25,,,10.25,,,,7.75,,5.75
1977-12-14,8.25,,,10.25,,,,7.75,,5.75
1977-12-21,8.25,,,10.25,,,,7.75,,5.75
1977-12-28,8.25,,,10.25,,,,7.75,,5.75
1978-01-04,8.25,,,10.25,,,,7.75,,5.75
1978-01-11,8.25,,,10.25,,,,7.75,,5.75
1978-01-18,8.25,,,10.25,,,,7.75,,5.75
1978-01-25,8.25,,,10.25,,,,7.75,,5.75
1978-02-01,8.25,,,10.25,,,,7.75,,5.75
1978-02-08,8.25,,,10.25,,,,7.75,,5.75
1978-02-15,8.25,,,10.25,,,,7.75,,5.75
1978-02-22,8.25,,,10.25,,,,7.75,,5.75
1978-03-01,8.25,,,10.25,,,,7.75,,5.75
1978-03-08,8.25,,,10.25,,,,7.75,,5.75
1978-03-15,8.75,,,10.25,,,,8.25,,5.75
1978-03-22,8.75,,,10.25,,,,8.25,,5.75
1978-03-29,8.75,,,10.25,,,,8.25,,5.75
1978-04-05,9.25,,,10.25,,,,8.25,,6.75
1978-04-12,9.25,,,10.25,,,,8.75,,6.75
1978-04-19,9.25,,,10.25,,,,8.75,,6.75
1978-04-26,9.25,,,10.25,,,,8.75,,6.75
1978-05-03,9.25,,,10.25,,,,8.75,,6.75
1978-05-10,9.25,,,10.25,,,,8.75,,6.75
1978-05-17,9.25,,,10.25,,,,8.75,,6.75
1978-05-24,9.25,,,10.25,,,,8.75,,6.75
1978-05-31,9.25,,,10.25,,,,8.75,,6.75
1978-06-07,9.25,,,10.25,,,,8.75,,6.75
1978-06-14,9.25,,,10.25,,,,8.75,,6.75
1978-06-21,9.25,,,10.25,,,,8.75,,6.75
1978-06-28,9.25,,,10.25,,,,8.75,,6.75
1978-07-05,9.25,,,10.25,,,,8.75,,6.75
1978-07-12,9.25,,,10.25,,,,8.75,,6.75
1978-07-19,9.25,,,10.25,,,,8.75,,6.75
1978-07-26,9.25,,,10.25,,,,8.75,,6.75
1978-08-02,9.75,,,10.25,,,,8.75,,7.25
1978-08-09,9.75,,,10.25,,,,8.75,,7.25
1978-08-16,9.75,,,10.25,,,,8.75,,7.25
1978-08-23,9.75,,,10.25,,,,8.75,,7.25
1978-08-30,9.75,,,10.25,,,,8.75,,7.25
